ID,Female fetal gonad,Fetal brain,Fetal intestine,Fetal kidney,Fetal liver,Fetal lung,Fetal stomache
Trf,7.15260520219,28.1185185742,49.1918228302,7.62985180311,379.031611453,46.6621053297,43.9036597539
Snca,30.1507721819,21.8865347172,19.8537137838,5.8655081154,25.2138128799,21.7099471598,23.8621557029
Efhd2,31.939123939,49.0633471696,75.9766369667,36.074343122,101.396986289,24.5134337235,69.192942281
Klf2,288.328493852,60.7224062371,188.382185179,153.783384971,507.425115872,58.7810934327,265.469903628
Ift140,19.6526069349,1.27349785173,1.8714489402,1.03667622332,31.7041419196,5.54752691494,5.56755525546
Gm5416,8.53612654422,0.0,3.52241690474,0.0,7.51130237414,0.0,6.28750814261
Akr1cl,197.89812821,0.0,0.0,0.0,0.0,0.0,0.0
Glipr1,1.83449227932,4.63616137006,34.8219936536,1.67733939446,95.7787216955,28.4236323923,36.4835733477
Prkcdbp,511.659581515,155.647935194,1172.97435791,519.808839576,33.3504534628,625.867584538,806.09652973
Cd48,0.0,4.568762551,19.0228693072,2.47943227135,25.4524923116,15.4794426404,13.9817955264
Tmem176b,1133.03823811,484.155557478,1941.33289896,1606.51325252,142.085787246,1780.97246684,1061.35413691
Rhox9,6377.87516542,0.0,0.0,0.0,0.0,0.0,0.0
M1ap,145.132163412,0.0,0.623838750682,0.0,8.64689515826,3.39027727324,1.67032665241
Lxn,313.697251533,358.319208334,394.921810298,330.577029938,71.7380685171,537.638642175,513.035849512
Mgl2,96.0296506801,14.7083535462,0.0,0.0,58.8943517361,39.1548389375,9.64543100415
Lilrb4a,3.93999691636,3.31907665638,9.75499484756,0.0,33.5140586744,24.0972361529,5.80421636562
Slc25a5,13000.9939046,14518.7010445,14306.2298716,24577.9516046,33705.3289088,20234.9461029,15121.9012117
4930447C04Rik,161.143602303,0.445076464447,1.30811037736,1.44923742941,0.619878203504,0.0,0.0
Fam210b,198.088422286,127.760499171,86.8496242304,42.4497793144,443.028930055,194.34793595,152.746630067
Hmgn2,3037.1878555,9772.69168205,4873.53609314,6533.69689165,4106.89143389,4414.78609423,3578.20594048
Hs3st1,4.45438640787,4.50288167997,1.65428491621,1.22183961486,0.0,0.18162180236,1.14834834426
Pld4,0.0,82.8280039011,149.807512045,10.3731046621,93.1740295939,80.179968777,97.4918264123
Ostf1,37.6040550385,11.7070418345,20.0149959978,19.9319890079,34.0485277759,17.9990963009,19.6697746672
Tmsb10,11827.0894882,75519.6163983,46206.3212793,56762.7730574,8375.85220589,40467.3308716,21729.1976125
H19,7076.30527626,355.433128669,13092.851922,12565.4593408,834.475533661,7599.02794304,11738.6358426
Serpinb6a,94.7087951812,13.1407702648,26.3607941872,35.9965646332,3.92180303277,24.835566588,15.8670372315
Gpx8,904.86908404,638.852390606,2531.95718097,2395.38371978,0.0,2248.82943929,1555.17852783
Fcgr1,0.0,36.0129269429,77.6192795885,23.452725919,40.1254709957,102.260644356,52.4811670976
Bcl2a1b,7.75353017962,1.63290489625,22.3963596888,0.0,2.27422080122,17.3877050241,5.71106624132
Ifngr1,65.527530357,40.6742577088,103.889814664,50.4539579314,186.132053274,74.5291488965,86.3707781196
Wfdc17,0.0,11.6575646741,114.207951091,12.6529412443,357.192433532,67.7092138575,183.474897398
Capg,40.6913337206,14.2827582035,82.5567527698,131.769430061,72.6066977085,87.1046461709,82.4237433261
Gpx3,330.155832455,164.194408083,2494.96456232,494.635005806,210.013170986,836.894427028,1116.30680687
Sh3bgrl3,7880.97883195,6351.16589629,8797.51109028,7372.45928807,6934.80991692,8544.21134597,6643.80632802
Dek,607.615486554,293.730151755,400.684580916,445.258106647,799.195281102,493.095107013,266.582481093
Smim1,2560.87352429,59.9248603124,298.054800045,230.146920171,2966.04263761,651.486200845,826.254530808
Dmrtc2,821.821624082,0.0,0.0,0.0,0.0,0.0,0.0
Ramp1,6.94741935599,2.34101882778,12.040727194,3.17613224843,41.5706511824,13.0305107469,8.69941705126
S100a11,1837.08334152,173.987142837,2345.97702899,3801.70708934,519.712191475,1453.7713002,1589.35305613
Nusap1,138.73699343,95.9163488935,139.767903383,145.223675164,177.367686183,130.30192628,142.361764327
Rhog,128.463864731,39.2096803799,175.164724986,114.054323786,145.26021245,167.006996697,117.936452343
Tspo,570.353537782,115.112409261,384.904041422,277.043612491,1073.46222109,455.41868896,468.246349427
Stra8,3181.64425371,0.0,2.712602571,0.0,0.0,0.0,0.0
Casp3,106.960916332,136.34234643,73.1748733998,91.3639631666,178.331644812,115.915892866,54.9420813985
Cd200r3,0.836111591327,0.0,2.76015927204,0.0,9.80973739231,0.68182721608,1.84757984012
Arpc2,569.130015879,511.676589393,674.587681575,557.160290604,699.39563378,454.508407764,406.920536085
Serp1,700.416156888,1040.20933081,1614.26059322,1655.59029854,1573.53378409,1201.57481138,1291.6855561
Cldn13,2811.99244708,0.0,81.4290180233,22.5535212476,5744.64170478,965.518555038,853.935114101
Amhr2,568.090413267,0.0,0.0,3.11032698333,0.0,0.0,2.50564018244
Slc25a31,1062.25465755,0.0,0.0,0.0,0.0,0.0,0.0
Ifi30,494.333890745,184.321381195,876.136461403,911.382575579,732.106753869,1057.35451014,752.10558198
Evi2a,23.351048391,229.495711474,147.748429369,49.8182224892,127.851639621,152.337372017,131.865346698
Cstb,1693.9667909,1236.73993952,2782.73459213,3156.7081029,974.800984569,1933.94008935,1984.49395307
Mapk13,77.8225942992,2.42808195371,114.180800988,84.3328888126,13.5267999964,56.4109313952,104.029314342
Acaa2,306.929873064,33.4259476951,144.472297082,163.260040857,149.930734173,95.1685603727,140.975932237
Zfas1,4746.3457356,1913.04258147,3064.4305511,7459.24797443,1894.10991244,4634.09349495,3139.30623352
Prdx6,1257.21052307,561.815277008,1171.07360724,2389.84079423,3597.67716492,1943.98834024,1331.56211222
Hck,2.20067356968,3.70772080714,14.5296623587,2.68286872569,9.89749635216,7.17836781157,11.3467473119
Gstm6,662.240113964,75.8276672624,26.5312780527,41.1510913892,3.77173698656,5.24310249396,23.6791429438
Nr4a1,38.3932324838,1.29370742572,16.4766125766,30.8917427485,0.0,3.75704168089,7.91827217784
Ptpn7,42.4715930078,0.0,20.6186172598,0.0,146.559093716,22.4105442072,18.402098249
Irx3,1076.5999872,97.4392097826,7.34309095638,154.570872971,0.0,268.460758265,19.6611071724
Mfge8,521.516417834,34.7295263554,435.509203045,399.565868878,25.3939289445,403.430560825,209.529060665
Rps6ka1,25.6810804241,3.27786268486,22.4790163436,8.53858007934,43.8261908446,10.1538191085,17.769645371
Slc35c2,217.291038845,100.910665437,117.253900157,114.6211565,145.445524356,113.586653976,82.0776513632
Ubac1,205.132997824,20.5993010945,41.4830052386,33.5372464629,313.194604307,68.6847556444,100.063639606
Cd300c2,0.0,20.5859940525,25.2098558706,5.5859302625,10.751643282,34.8737443208,26.9997297333
Xlr4c,647.637358212,0.0,5.51023430233,0.0,3.91672698192,2.72232675293,4.91787939652
Tex30,1237.65638636,91.7949267504,89.9305369323,185.735220558,159.414114365,87.7631768118,100.080933924
Samhd1,33.4178732969,14.0757068495,38.6115069163,32.8467444052,51.4601748268,34.0642561258,21.5379605378
Ifi27,873.195199825,48.4516927524,263.229531724,234.258850153,101.221309121,191.874592595,204.121360299
Clta,401.889675952,429.271806248,528.669188805,648.640700782,403.787723049,496.122503162,398.240070678
Fmr1nb,236.084460317,0.0,0.0,0.0,0.0,1.80488180354,0.543419400656
Ebi3,35.9615734974,48.4707868176,112.780025989,13.1523614668,151.891798317,52.7863070388,79.4653236504
Xbp1,355.283859473,730.478367753,1058.55390221,963.532956454,702.974682441,933.011841509,1064.51656484
Tnni1,106.1145225,0.0,5.58995264282,24.7721254685,0.0,11.0468461355,1.66300931571
Ldhb,1377.80283832,1031.70599364,486.277321506,1323.24943958,25.0622753788,329.520213272,309.439558793
Creb3l1,9.71691521663,1.88898155265,22.2073874405,11.6182051601,0.438478398225,10.9715416124,31.9323418873
Irf8,6.20030787782,13.0579398769,33.2610932153,5.66915477297,70.9269047903,27.8090423176,26.2602475353
Rhoh,0.0,1.49661476148,7.33108973694,3.24880524735,8.3376133657,5.0706864488,2.6171965251
Lat2,6.3031022383,10.6195410535,38.1474651883,15.3683818472,19.7204227621,25.7000781737,29.4038645589
H2-D1,1196.81936995,297.292014377,405.222818335,98.2057926899,738.092853979,275.275002976,446.425319562
Plgrkt,79.188884041,204.385582853,169.643062188,124.783293026,109.711583934,82.4380487265,96.8007413421
Cited1,2028.92935561,88.5013366471,75.8658607828,2623.5838091,154.074788128,21.4179808606,280.513751114
Krt8,287.501347241,10.2334999336,484.573260433,340.623354427,68.887857021,277.377295869,924.615022081
Tspo2,836.918106048,14.688015668,93.5330272013,63.7685844126,1411.50998309,199.058098114,327.491190847
Ttr,0.0,4719.68405779,641.638508143,3.18772397196,1218.94764005,2.84305812076,3569.50640602
Hbb-bh1,371.355023495,1512.01970714,1259.96483843,37.726963553,145.231621297,1379.56046157,2340.21217662
F13a1,0.0,10.2993504852,4.12133572132,0.472341822739,8.08133697286,4.21270871231,4.56615136832
Hbb-y,7773.60854814,45224.6803945,49002.6018594,18436.7661751,239.348571156,85683.9345817,75669.8692493
Lyve1,0.0,111.411732238,35.0100301903,9.12638333079,0.0,50.8725788171,31.2464219664
Sostdc1,0.0,252.386004969,48.2458437801,501.102227999,0.0,17.8768647621,43.0593742618
Fcgrt,101.577705439,129.57691156,251.495118959,169.830382055,37.4555497876,125.434300403,153.914865134
Ccl2,0.0,550.016654689,594.111823746,91.8430169553,29.4628143045,641.649379613,184.968939756
Cfap126,26.5718826518,56.9782456073,11.9616419579,22.0868966701,7.0853741169,15.7590384845,12.455047739
Dab2,1.3421571188,12.6254920415,12.9229021685,7.976672741,1.04979678241,8.57353756828,9.22694329577
Hsd3b6,10.5784950764,77.2320179552,90.2140614107,3.22409397701,0.0,54.634418236,75.3213936856
P2ry12,0.0,12.5371354337,5.02465968511,0.0,1.98420884604,0.551650891156,0.996556548097
Lum,4.16102367051,147.221377741,1799.45661819,308.169933014,0.0,227.344827398,790.747100479
Dynlrb2,5.76200243608,43.6855037377,0.0,7.90259554592,0.0,0.0,4.24415418948
Kcne2,0.0,83.2619372754,0.0,0.0,0.0,0.0,4.04455104871
Mrc1,0.307053117174,8.27722746075,5.06819614253,0.842247681447,0.360252205114,5.25827013895,4.74952875327
Slc6a15,0.0,12.8737310101,2.52245212899,0.558917978563,0.358596595794,0.0,0.45025727304
1500015O10Rik,0.0,75.3862986675,2.1722110093,16.8459381382,0.0,25.7562977653,3.87739293156
Fth1,29807.9945868,2230.20271492,4462.29571462,15804.5215688,16417.9814429,18761.8907063,6623.901702
Ccl7,0.0,409.904137362,315.526222539,0.0,40.7780075967,467.65641699,38.4009386505
Kcnj13,0.0,57.1300085931,0.0,0.0,0.0,0.0,0.0
Cxcl12,14.7388367464,76.5658455641,456.146538857,307.707147289,4.32311067836,130.207320916,251.503755343
Emp3,2330.27168301,620.318939647,3377.07710895,2659.04815145,2416.86259277,2736.39720581,2849.26183969
Apod,0.0,41.3666024334,1.39746313898,3.09646024112,0.0,0.0,3.74170396476
Lgals1,12007.9068009,1433.92096503,15515.3623303,8891.26003162,12531.2256184,12561.4196292,12047.465612
Snx2,41.0412365659,64.3780177641,80.5900523831,85.4026671244,55.2086625634,62.896869507,44.3025868351
Ly86,0.42698553858,12.2296346848,9.51451900985,3.12326052413,2.00385501037,9.40128067904,4.40310373958
Folr1,108.807863148,44.7643746092,41.7668506316,48.5865631116,0.0,2.06348784138,3.72768784245
Msx1,1284.33614534,252.666836004,6.34705324675,7.03181267492,0.0,0.0,50.9826562908
Vtn,0.0,197.075564584,32.1788141725,0.0,337.376858461,7.94895841926,509.772262683
1110017D15Rik,7.67316397431,56.020628034,2.11087799257,0.0,0.0,2.08575509354,5.65187040259
Cthrc1,34.029741767,88.6066436841,176.167165538,356.403181498,0.0,63.0690174874,72.91781769
Cldn11,13.1304055513,94.0196146277,59.6006144761,158.073489219,0.0,1.78458393113,32.2384832637
1700012B09Rik,4.36498412182,23.9010745126,1.80120266259,0.0,0.0,0.0,0.0
Kpna2,179.096742447,440.44934952,200.255840347,192.807496681,584.626145292,204.939342337,151.067854624
Calb1,59.9873020305,109.985018782,3.8829254518,520.522580306,0.0,0.0,0.866376910214
Calml4,17.6683753659,23.8143099004,74.366390213,156.70159259,2.07295442721,54.7507789519,29.932443343
Slc40a1,34.1685620288,23.027038654,66.2680928434,42.1760136663,70.1548802926,36.222643601,72.9864794655
Mlf1,136.282800661,46.1271839559,15.0634411115,36.7148726251,2.14144745958,16.8687164077,11.651560521
Bin2,25.4609001138,8.39285707585,45.6799720098,10.1216420811,116.241736618,23.4708789453,31.800082005
Ube2c,1518.7992819,886.685471557,1941.40464517,2470.5771561,1574.73928272,1990.30696759,1534.97623156
Ctsl,979.495032256,567.709475934,1058.31646975,1833.58136693,139.248390231,1019.0215198,850.09188873
Ifi27l2a,124.929651233,350.804918463,756.0958622,190.379129158,109.930936596,407.507501102,214.713834867
Stab1,2.1279095027,27.7847346234,21.9519484782,5.83686256461,1.24829231126,20.8230570275,14.889992367
Ube2l6,252.016007139,131.533554282,201.205669274,82.6531287016,319.783842768,174.238847686,197.735246952
Lhx1os,6.19817446477,459.48133009,0.0,382.536278102,0.0,0.0,18.2617125998
Slc6a13,7.56432767084,11.3284164887,4.16187451811,7.68480554416,27.1177501395,2.74156093827,6.80986064674
Ccnb1,990.967670322,948.785361537,1047.75738309,1026.15816735,1888.73836562,1184.57644334,794.414469341
Igfbp4,249.333576249,195.902763388,848.818090339,962.314447321,106.886821038,555.233748111,512.109863525
Car14,22.7642369496,157.249166007,37.5744818868,162.35017418,16.0249795885,25.9890988872,23.4746350368
Syt13,2.3088241494,31.1194734437,4.44608283023,0.703679113168,0.0,0.627595310854,6.23562518682
Trem2,4.06917714313,109.692762939,50.374153721,22.3235318093,35.8064278659,66.3661585849,38.96437052
Maf,59.4790855242,162.842981255,216.804760487,172.215283942,8.72303134204,226.350340497,262.865293253
Serinc3,369.173024882,82.6076577439,164.240019838,71.2014459443,280.860859093,151.701471505,124.277804472
Gas6,93.1090674929,22.8010546482,20.5509200448,7.91933239124,1.2702425693,14.1261429559,14.3543571203
Ezr,34.5224354341,49.2611832469,43.6090390753,103.713736476,73.1546191844,32.1738817621,69.5389069924
Hexa,72.7380134666,109.048607525,117.00843546,90.1788037684,72.3223560623,96.5140956854,103.521842122
Sulf1,5.4121193049,2.82984904863,2.61835297659,2.38892468542,0.0,2.28281496672,3.71151178342
Cox6b2,10911.1940237,387.231553512,2515.80044402,3472.96532943,3164.92731946,2426.67120332,3154.18178051
Anxa5,99.3449800854,77.7813530286,359.787226731,313.11197706,52.1079196882,342.161812936,222.108113348
Rcn3,365.730245505,171.162954094,1207.34330042,1123.95469503,53.6369442495,1046.61371244,947.847424734
Folr2,0.0,33.9530720758,7.5598800658,1.67509735308,2.14945387867,10.4578671875,9.44606107948
Pdzk1ip1,54.6446914388,112.525136982,250.54479255,194.302581935,35.6179245861,128.732707959,223.611012814
Rsph1,19.7332803304,14.2486558432,0.0,2.57754528544,0.826864585071,0.0,2.07643796742
Phlda1,561.018832105,731.413390381,2270.93799968,2540.36747124,31.3437736358,3583.72053927,1652.93260672
Mia,244.889172744,318.821221448,73.4931391481,936.353394849,0.0,2886.58341309,770.712624167
Nrros,6.9101085769,26.7771347451,35.3579004389,7.58177996172,87.5591957945,19.1590458559,20.3592876551
Crybb1,4.57830445542,34.7111162514,11.3353734333,0.0,2.68576377099,5.60023197906,3.372270361
Olfml3,79.5932847159,142.480937217,1055.1142202,768.684649851,0.0,799.15819962,582.601079964
Vamp8,1357.35158135,222.87408996,1148.69736262,951.840070783,2975.8571291,961.488955157,1220.08630913
H2afx,3302.72234287,3223.55247908,4191.97643832,5560.58370032,5237.85257694,3250.51518597,3271.57129789
Nudt4,80.9248701531,40.2832112322,44.0187028293,84.0822641613,62.577825777,64.4923019661,63.6714746686
Tcf7l2,1.15029795029,14.3968356248,0.949336663326,1.05175698429,1.34959506989,1.3400542929,0.847282159119
Id3,18056.4198555,1596.71745008,7876.32484301,33414.4691664,468.172821395,12609.4126165,6380.53739679
Cdc20,1451.57292053,835.092211562,1268.10331606,1197.73787704,2031.22015536,1137.52594587,803.199507161
Tal2,0.0,256.409039892,0.0,0.0,0.0,0.0,0.0
Ehd4,9.15384507929,8.52296397606,15.1092692845,5.72662003314,14.4139587465,5.50032157645,9.93632308317
Slc16a2,1.77143298784,11.0854016299,2.92391424595,5.09042950468,0.742266454408,2.88911488633,3.16878902385
Neurod6,0.0,3271.27115251,0.0,0.0,0.0,0.0,0.0
Pifo,0.0,12.0094662872,0.0,0.0,0.0,0.0,2.62518570612
Rgs10,85.2035462358,28.2397259898,77.8110930898,17.8797289274,97.9171766668,48.4090828098,60.7012400491
Cx3cr1,0.374695898443,5.36598261744,4.32929203654,0.685194697725,1.42874734813,3.20832478775,3.72589338425
Blvra,66.8182913837,41.2109472155,54.1601596977,43.6387587502,131.591649193,45.731483036,53.6111211889
Lhx5,0.0,153.341341525,0.0,0.0,0.0,0.0,0.0
Cenpa,1436.46348713,725.391744734,1314.71871147,1420.77102823,1322.55624937,1305.45505276,844.722113012
Pycard,424.360398644,159.590939469,594.128430181,256.361972528,889.078194477,364.593500035,463.279016434
Cdca8,393.16054997,298.080690971,294.522512447,356.714982485,479.019824453,332.943421717,284.02363556
Prc1,73.7147951269,87.6674519758,110.937236453,77.9725176118,117.011006393,83.6860219385,77.7186168114
Gpr34,0.0,48.4486792751,20.7657923386,0.0,2.10864611689,14.6561753295,7.94290794891
Adgre1,0.252520609497,3.61632248108,4.58489524489,0.92355311821,4.29593763795,4.11847954178,2.23200822551
Bst2,2303.7464668,190.75154389,414.380116858,279.052281321,404.277904797,272.965544019,362.582254382
Riiad1,0.0,100.282835797,25.4084620663,0.0,0.0,6.69494928781,10.5826142975
Igf2,123.287982979,26.3108262098,257.764433389,341.185369717,14.4648483432,207.778817689,214.31396256
Asic4,0.0,44.4302029909,3.26458565231,9.64477167625,0.0,2.15048783067,0.971213299759
Serpine2,9.88299029446,21.4084011957,43.1123762344,46.4726982068,1.10431305656,93.6416352084,27.0384251539
Fcna,9.36817691762,118.377112902,46.3891315158,0.0,423.164230691,152.790083375,0.0
Plin2,180.344429096,100.465349521,166.842140942,86.4369554806,223.534972485,168.414499514,123.195998645
Tuba1c,958.756548899,545.979630581,1209.04260593,1451.68949683,994.383125151,1394.80431404,1251.38163428
Nbl1,70.6418270651,57.0295465487,121.459249573,80.7378155588,0.0,72.0082115627,114.906412815
Ccna2,986.474429693,448.309041491,849.841333998,1167.01935844,1461.96377057,1354.85337726,946.50987764
Ppic,366.494942287,67.6067523617,602.726065305,648.18406661,37.6635976479,951.13901444,433.498715677
Tmem119,23.2203265526,50.8584443518,498.254900353,186.834061107,10.8973638451,121.187655995,184.718245259
Gja1,2.5034875578,18.9805742495,12.3967143862,35.4798842435,3.6715427345,22.4568175672,2.76601424364
Lamp1,765.786792176,228.166311877,451.888770158,459.663570272,475.523290961,301.911051446,410.486680999
Lhx9,71.4247397561,145.312899194,0.0,1.23219049908,0.0,0.0,12.9042825931
Clec4a1,4.93641016721,47.8223021873,54.9990153443,18.0541184807,20.2708714557,46.2934094223,38.1784465224
Nme5,3.82525364978,16.1120812569,3.15696775372,0.0,0.0,6.23878935272,2.81759101695
Siglech,2.93300291476,27.1785686271,7.26178952134,0.0,0.0,2.39178745142,8.64152123954
Ms4a6d,15.5494485339,34.9305259161,57.0351227851,11.0579744098,28.3787756475,42.2672336861,25.4518991238
Ccpg1os,122.639458393,169.05633312,55.2075782672,142.71533233,16.3508633467,27.2752589155,49.2727163303
Cd9,146.087773054,46.1494508388,79.1212414452,82.6483408241,29.4591164479,40.2066356516,53.8023925636
Ccnb2,955.545932281,341.148668759,510.71791154,655.266386306,651.30624316,625.233539614,395.486803311
Efcab10,24.574302563,41.4030750354,8.11243257201,8.9876520594,0.0,8.01588136198,36.20169562
Hjurp,326.403396852,299.483243951,778.970081866,357.369862761,200.014742267,769.699064411,548.221116553
Fabp7,8.83022838314,4983.88645926,779.768382256,153.401849562,5.18006343001,43.2049269376,149.595141211
F11r,156.053221542,8.82941338613,49.9782668528,144.814452732,9.56443053795,52.2324886044,93.5001169308
Tmem107,608.178430762,405.597037159,282.334173625,463.39871631,185.820201418,196.314991571,289.313824232
Creg1,1082.33108926,133.204538183,362.247511252,204.403598778,1559.32766445,366.828997847,536.165176975
Ccl24,0.0,119.429184898,367.725388812,9.25904277369,154.453417145,99.0951424139,67.1307125396
Plat,23.8456243024,20.0876946503,43.502507877,94.0966164769,0.0,24.5627182367,18.4885481094
Tubb4b,8169.19394456,3957.80509327,6097.47403462,9271.54594037,11177.1428416,9360.84097319,7551.21816002
Npl,14.7461490764,12.9868904241,12.7231217483,9.8057537044,3.93205044441,6.55914563447,6.41825558501
Tfpi,32.2983581829,10.2787015225,92.9988317109,49.2191664941,35.3679884654,94.8184901873,58.682502683
Spa17,368.630084347,114.542025759,57.3546572361,91.1695777914,30.1330441452,64.0640486653,44.5121586709
Bpgm,48.2394052352,135.457198937,73.4306598582,77.4321968308,38.9891943958,104.027097352,71.853601147
Hpgds,1.1415091008,27.8868061089,16.9574986476,6.26232622128,7.36605920106,14.8939348365,20.1794040301
Tacc3,197.893085487,117.076182392,204.462223806,211.327401938,244.585973685,188.47807762,152.439532163
Laptm4a,1026.2484292,713.693596721,1113.53788805,1216.79673935,141.844385755,833.868497362,694.730442567
Psmb8,8.44239832025,120.902744931,404.113854577,54.0342263207,762.692895701,357.996903977,286.049627276
Cenpf,90.2940646697,47.5401581233,33.4241243185,33.994869709,22.9792287497,70.9253813136,25.4297069075
Gpc3,4.24595594782,1.39962457184,27.5001309547,35.8683700041,1.46199052491,13.925136762,12.6458583358
Cks2,1410.99860465,635.894493019,915.300259783,1412.23511532,1801.93501372,1411.06384146,739.918915035
Cks1b,2922.89050086,2179.55625904,5387.36005111,7631.47030189,4540.64935036,4422.79282125,3620.11486163
Pbk,381.358895589,363.354989299,301.710612792,466.522578839,340.974023392,388.199116181,251.841296862
Gsta4,120.990343296,28.978101953,110.621333241,289.578862178,50.1009747159,63.8417173706,224.543959424
Mkrn1,235.118129238,288.307487206,112.521469762,100.492016956,186.079016262,98.7026366091,131.167758906
Cdk1,274.613998528,220.889000421,450.351483595,599.373801897,210.984306658,520.12001068,321.028652975
Hcls1,4.46672551581,13.1697857806,23.9614187998,7.14714137731,36.0292403288,16.3912422069,13.9828568438
Cdca3,1456.70078049,792.523612186,1296.13243093,1727.32289734,1539.95618532,1676.67351241,1251.79974388
Snx3,740.082324948,307.345582828,450.094795398,468.406179052,522.314779063,365.347971462,312.595215856
Spc25,715.054664753,382.146343252,374.384805914,681.919467069,338.283410581,518.318619424,388.883912159
Mpp1,84.4231898931,21.2108085684,150.349476827,66.3571982508,107.738699455,123.196157482,81.8212069065
Man2b1,58.9271399412,44.3219379259,83.369745671,50.0306031121,79.0133448486,68.647924502,82.15820023
Vat1l,0.935649867262,5.04446061074,0.926626068804,2.05319246025,0.0,0.0,0.55134198197
Mrps6,61.7914852016,44.8524331182,38.4991718604,87.0919026609,17.1930331398,35.6509602663,30.4027265359
S100a1,497.400271621,150.212180478,302.067960428,454.790178085,170.669133611,176.022454642,262.682693565
Rrm2,1094.20972608,822.847208934,775.299109632,1117.60220714,2545.65998982,953.237047851,715.543125272
Arl4a,193.522915546,132.865249683,44.7198499178,75.2014798837,122.04050725,30.7735145212,48.4650908501
Syngr1,31.3358999282,29.2258556574,13.8543229507,21.4886184054,55.8041127462,16.4273206299,37.9192455357
Birc5,2238.18342309,957.04422681,2472.2354022,2774.46867343,3144.32163798,2755.58668465,2134.94551666
H1f0,2101.59435519,9355.95864002,7039.03339158,5470.13433589,2825.66788505,3677.77998501,4530.96194444
Hmgb2,4390.08837939,1414.41320485,1894.1945358,2626.71103289,2403.66080352,2034.94889202,1389.89568893
Fam105a,1.18908812673,11.0186434161,26.4964514344,21.7444835385,15.3461650557,20.3630780463,17.5170816421
Kif22,188.164182924,144.100562044,183.525972385,230.696684408,259.649669276,204.009427441,141.74720758
Cd81,412.823055425,291.842636136,534.164927128,470.400318394,312.757067412,483.823533626,631.071598228
H2afv,1096.88209593,2042.40803961,1307.25147479,1875.23718693,343.752800606,873.572753053,720.264646107
Tpp1,216.527903262,139.485705155,168.187935408,139.749818931,291.402113681,100.404177011,153.234829759
Gadd45g,2428.97840047,7487.85361557,857.050644471,1029.98191507,1001.56569803,803.790153859,466.728996395
Neurod2,0.0,646.022916805,6.14467908796,0.0,0.0,0.0,5.48412082443
Aurka,160.410275961,120.321734372,201.299275734,200.915935832,469.217121569,193.527715392,181.277984659
Ppp2r2b,0.373470705713,6.54396967605,0.801382395886,0.204886267803,0.0,0.426377880521,0.275089654661
Fam64a,94.4713701526,422.785961388,779.668739717,960.959960198,162.795063293,813.72381124,595.824715711
Pfn1,5312.25907671,4446.57471533,8330.88775539,6929.99102104,18909.6593847,3890.53024554,5200.56332709
Rab3il1,15.4562670489,22.4241093419,26.9293339459,11.7768305273,34.7571645433,18.9062745493,18.9745322271
Smc4,405.045288291,119.957534104,203.703328464,234.360109668,239.467437404,183.215432491,130.526699855
Ppp1r18,85.0805391694,100.872193968,192.445649053,80.6732511321,122.003852997,71.9506280269,85.878788496
Unc93b1,6.68115478512,22.5129768938,53.3013469795,6.10880964065,77.080661269,16.3449229072,32.8078665781
Dok2,30.1722007349,76.2517199302,204.188250688,44.1399696087,130.979054071,88.5767165968,120.010284152
Ninj1,395.848251833,72.7559789799,181.165621777,148.065411752,206.883218222,137.925317558,188.196746292
Emc2,144.722437045,51.4985924233,68.9862580119,86.6954946766,70.2606644398,60.0260793567,62.4891340578
Top2a,160.40908046,60.3408709721,104.908886567,110.692483072,117.181797809,125.050519802,78.0259095247
Rhoc,761.54733824,183.294849263,1791.44508748,1203.14603767,12.1563362006,1339.21073038,885.289412718
Necap2,343.287614156,109.846419387,232.800654516,189.787709948,860.167767285,225.689758475,266.578455986
Nhlh2,0.0,549.061181595,0.0,0.0,0.0,0.0,0.0
Pclaf,587.898037195,593.075695115,1447.58358882,2183.32278991,966.509194868,1663.15758081,972.984888225
Smagp,22.2255524039,15.3187662447,18.3426665711,48.0328422008,4.74114253176,9.88601391919,26.788605068
Rhob,456.284853617,723.533277553,620.233286706,662.606900103,173.198033969,678.514156973,464.593050583
Bub3,685.889540283,830.299408909,976.122855165,1093.77816245,1013.82635985,821.37103477,654.386117076
Rnaset2a,226.138596705,36.1294029998,86.0756663261,112.2954893,49.175445233,64.384572331,65.3349880625
Mapt,2.81740238876,143.458626888,3.35861040466,4.00718565022,0.0,0.510559607708,2.30581300788
Mdk,4868.31424036,6018.49248501,13817.0639174,20591.4463197,7.41790070001,11920.2618717,7423.2469931
Capza2,181.519665995,247.944063829,195.51149877,216.604490572,177.474342084,207.401640226,140.501537725
Stmn2,0.0,794.944746311,66.2278021202,15.4469195231,0.0,0.492026939879,20.4434571985
Tmem37,94.1293380944,75.3303544679,85.4530557906,266.803644308,71.7846353498,88.2740258497,45.0667331171
Snx6,141.156626227,132.900725052,142.325483533,176.36849046,49.0843939684,128.130992926,101.620297746
Cib1,1401.80459901,243.675398101,596.815645597,864.651142803,907.182945429,444.552548038,786.694083918
Chchd10,4437.10371656,304.777915411,383.093730094,1335.68809724,1902.14217441,378.534288414,784.383659814
Spc24,1847.86422633,797.442640856,1508.982537,2495.81478096,2183.23372676,1940.44505774,1609.43267612
Tpd52,16.3334284723,8.38986374736,29.2612862469,42.9814006929,14.723029736,19.4919297326,42.5480064418
Cenpw,2072.83421882,567.282933569,864.034993396,1775.00578388,1030.80841667,866.622191027,608.395111581
